county_state,county_fips,cases,risk_level_county,mean_vaccination_rate_county,popup_info
"Ozaukee County, WI",55089,36,Medium Risk (70–79% vaccinated),77.17,<ul><li><b>53080</b>: Medium Risk (70–79% vaccinated)</li><li><b>53024</b>: Medium Risk (70–79% vaccinated)</li><li><b>53075</b>: Higher Risk (60–69% vaccinated)</li><li><b>53074</b>: Medium Risk (70–79% vaccinated)</li><li><b>53021</b>: Higher Risk (60–69% vaccinated)</li><li><b>53004</b>: Higher Risk (60–69% vaccinated)</li><li><b>53217</b>: Lower Risk (80–84% vaccinated)</li><li><b>53097</b>: Higher Risk (60–69% vaccinated)</li><li><b>53092</b>: Lower Risk (80–84% vaccinated)</li><li><b>53012</b>: Medium Risk (70–79% vaccinated)</li><li><b>53013</b>: Higher Risk (60–69% vaccinated)</li><li><b>53090</b>: Medium Risk (70–79% vaccinated)</li><li><b>53095</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Pacific County, WA",53049,10,Medium Risk (70–79% vaccinated),75.91,<ul><li><b>98586</b>: Very High Risk (<60% vaccinated)</li><li><b>98537</b>: Higher Risk (60–69% vaccinated)</li><li><b>98577</b>: Higher Risk (60–69% vaccinated)</li><li><b>98638</b>: Medium Risk (70–79% vaccinated)</li><li><b>98631</b>: Very High Risk (<60% vaccinated)</li><li><b>98614</b>: Higher Risk (60–69% vaccinated)</li><li><b>98641</b>: Higher Risk (60–69% vaccinated)</li><li><b>98590</b>: Very High Risk (<60% vaccinated)</li><li><b>98621</b>: Medium Risk (70–79% vaccinated)</li><li><b>98624</b>: Higher Risk (60–69% vaccinated)</li><li><b>98640</b>: Higher Risk (60–69% vaccinated)</li><li><b>98644</b>: Higher Risk (60–69% vaccinated)</li><li><b>98547</b>: Very High Risk (<60% vaccinated)</li><li><b>98527</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Page County, IA",19145,8,Medium Risk (70–79% vaccinated),73.35,<ul><li><b>51637</b>: Higher Risk (60–69% vaccinated)</li><li><b>51656</b>: Higher Risk (60–69% vaccinated)</li><li><b>51645</b>: Uninhabited</li><li><b>51631</b>: Medium Risk (70–79% vaccinated)</li><li><b>51638</b>: Higher Risk (60–69% vaccinated)</li><li><b>51636</b>: Higher Risk (60–69% vaccinated)</li><li><b>50864</b>: Higher Risk (60–69% vaccinated)</li><li><b>51647</b>: Uninhabited</li><li><b>51601</b>: Medium Risk (70–79% vaccinated)</li><li><b>51632</b>: Higher Risk (60–69% vaccinated)</li><li><b>51651</b>: Uninhabited</li><li><b>51630</b>: Medium Risk (70–79% vaccinated)</li><li><b>51566</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Page County, VA",51139,4,Medium Risk (70–79% vaccinated),75.16,<ul><li><b>22835</b>: Lower Risk (80–84% vaccinated)</li><li><b>22827</b>: Medium Risk (70–79% vaccinated)</li><li><b>22849</b>: Lower Risk (80–84% vaccinated)</li><li><b>22610</b>: Lower Risk (80–84% vaccinated)</li><li><b>22650</b>: Lower Risk (80–84% vaccinated)</li><li><b>22851</b>: Lower Risk (80–84% vaccinated)</li></ul>
"Palm Beach County, FL",12099,6,Higher Risk (60–69% vaccinated),60.83,<ul><li><b>33405</b>: Very High Risk (<60% vaccinated)</li><li><b>33444</b>: Higher Risk (60–69% vaccinated)</li><li><b>33445</b>: Higher Risk (60–69% vaccinated)</li><li><b>33472</b>: Higher Risk (60–69% vaccinated)</li><li><b>33473</b>: Medium Risk (70–79% vaccinated)</li><li><b>33413</b>: Very High Risk (<60% vaccinated)</li><li><b>33426</b>: Higher Risk (60–69% vaccinated)</li><li><b>33446</b>: Medium Risk (70–79% vaccinated)</li><li><b>33408</b>: Higher Risk (60–69% vaccinated)</li><li><b>33493</b>: Very High Risk (<60% vaccinated)</li><li><b>33428</b>: Higher Risk (60–69% vaccinated)</li><li><b>33431</b>: Medium Risk (70–79% vaccinated)</li><li><b>33487</b>: Medium Risk (70–79% vaccinated)</li><li><b>33412</b>: Higher Risk (60–69% vaccinated)</li><li><b>33415</b>: Very High Risk (<60% vaccinated)</li><li><b>33436</b>: Higher Risk (60–69% vaccinated)</li><li><b>33414</b>: Higher Risk (60–69% vaccinated)</li><li><b>33403</b>: Very High Risk (<60% vaccinated)</li><li><b>33409</b>: Very High Risk (<60% vaccinated)</li><li><b>33470</b>: Very High Risk (<60% vaccinated)</li><li><b>33406</b>: Very High Risk (<60% vaccinated)</li><li><b>33410</b>: Higher Risk (60–69% vaccinated)</li><li><b>33407</b>: Very High Risk (<60% vaccinated)</li><li><b>33404</b>: Very High Risk (<60% vaccinated)</li><li><b>33496</b>: Medium Risk (70–79% vaccinated)</li><li><b>33498</b>: Medium Risk (70–79% vaccinated)</li><li><b>33458</b>: Medium Risk (70–79% vaccinated)</li><li><b>33460</b>: Very High Risk (<60% vaccinated)</li><li><b>33461</b>: Very High Risk (<60% vaccinated)</li><li><b>33449</b>: Higher Risk (60–69% vaccinated)</li><li><b>33467</b>: Higher Risk (60–69% vaccinated)</li><li><b>33463</b>: Very High Risk (<60% vaccinated)</li><li><b>33462</b>: Very High Risk (<60% vaccinated)</li><li><b>33478</b>: Higher Risk (60–69% vaccinated)</li><li><b>33480</b>: Medium Risk (70–79% vaccinated)</li><li><b>33483</b>: Higher Risk (60–69% vaccinated)</li><li><b>33486</b>: Higher Risk (60–69% vaccinated)</li><li><b>33476</b>: Very High Risk (<60% vaccinated)</li><li><b>33477</b>: Higher Risk (60–69% vaccinated)</li><li><b>33434</b>: Medium Risk (70–79% vaccinated)</li><li><b>33435</b>: Very High Risk (<60% vaccinated)</li><li><b>33433</b>: Higher Risk (60–69% vaccinated)</li><li><b>33430</b>: Very High Risk (<60% vaccinated)</li><li><b>33417</b>: Very High Risk (<60% vaccinated)</li><li><b>33418</b>: Medium Risk (70–79% vaccinated)</li><li><b>33432</b>: Higher Risk (60–69% vaccinated)</li><li><b>33484</b>: Higher Risk (60–69% vaccinated)</li><li><b>33438</b>: Uninhabited</li><li><b>33411</b>: Higher Risk (60–69% vaccinated)</li><li><b>33440</b>: Very High Risk (<60% vaccinated)</li><li><b>33469</b>: Higher Risk (60–69% vaccinated)</li><li><b>33401</b>: Very High Risk (<60% vaccinated)</li><li><b>33437</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Palo Alto County, IA",19147,8,Medium Risk (70–79% vaccinated),78.56,<ul><li><b>50598</b>: Lower Risk (80–84% vaccinated)</li><li><b>51342</b>: Higher Risk (60–69% vaccinated)</li><li><b>51358</b>: Higher Risk (60–69% vaccinated)</li><li><b>50554</b>: Medium Risk (70–79% vaccinated)</li><li><b>50597</b>: Higher Risk (60–69% vaccinated)</li><li><b>50515</b>: Very High Risk (<60% vaccinated)</li><li><b>50546</b>: Very High Risk (<60% vaccinated)</li><li><b>50536</b>: Higher Risk (60–69% vaccinated)</li><li><b>50539</b>: Very High Risk (<60% vaccinated)</li><li><b>50562</b>: Higher Risk (60–69% vaccinated)</li><li><b>50527</b>: Higher Risk (60–69% vaccinated)</li><li><b>50528</b>: Very High Risk (<60% vaccinated)</li><li><b>50581</b>: Higher Risk (60–69% vaccinated)</li><li><b>50578</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Palo Pinto County, TX",48363,803,Higher Risk (60–69% vaccinated),60.18,<ul><li><b>76453</b>: Medium Risk (70–79% vaccinated)</li><li><b>76450</b>: Higher Risk (60–69% vaccinated)</li><li><b>76067</b>: Medium Risk (70–79% vaccinated)</li><li><b>76429</b>: Medium Risk (70–79% vaccinated)</li><li><b>76484</b>: Higher Risk (60–69% vaccinated)</li><li><b>76449</b>: Higher Risk (60–69% vaccinated)</li><li><b>76475</b>: Higher Risk (60–69% vaccinated)</li><li><b>76462</b>: Higher Risk (60–69% vaccinated)</li><li><b>76066</b>: Medium Risk (70–79% vaccinated)</li><li><b>76463</b>: Medium Risk (70–79% vaccinated)</li><li><b>76472</b>: Higher Risk (60–69% vaccinated)</li><li><b>76486</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Pamlico County, NC",37137,0,Higher Risk (60–69% vaccinated),65.54,<ul><li><b>28560</b>: Medium Risk (70–79% vaccinated)</li><li><b>28587</b>: Higher Risk (60–69% vaccinated)</li><li><b>28509</b>: Uninhabited</li><li><b>28552</b>: Higher Risk (60–69% vaccinated)</li><li><b>28556</b>: Higher Risk (60–69% vaccinated)</li><li><b>28529</b>: Medium Risk (70–79% vaccinated)</li><li><b>28537</b>: Uninhabited</li><li><b>28571</b>: Higher Risk (60–69% vaccinated)</li><li><b>28515</b>: Very High Risk (<60% vaccinated)</li><li><b>28510</b>: Very High Risk (<60% vaccinated)</li></ul>
"Panola County, MS",28107,0,Very High Risk (<60% vaccinated),45.46,<ul><li><b>38965</b>: Higher Risk (60–69% vaccinated)</li><li><b>38620</b>: Higher Risk (60–69% vaccinated)</li><li><b>38666</b>: Higher Risk (60–69% vaccinated)</li><li><b>38606</b>: Higher Risk (60–69% vaccinated)</li><li><b>38621</b>: Very High Risk (<60% vaccinated)</li><li><b>38665</b>: Medium Risk (70–79% vaccinated)</li><li><b>38619</b>: Medium Risk (70–79% vaccinated)</li><li><b>38668</b>: Higher Risk (60–69% vaccinated)</li><li><b>38622</b>: Higher Risk (60–69% vaccinated)</li><li><b>38658</b>: Higher Risk (60–69% vaccinated)</li><li><b>38927</b>: Very High Risk (<60% vaccinated)</li></ul>
"Panola County, TX",48365,803,Medium Risk (70–79% vaccinated),71.68,<ul><li><b>75633</b>: Medium Risk (70–79% vaccinated)</li><li><b>75652</b>: Higher Risk (60–69% vaccinated)</li><li><b>75975</b>: Higher Risk (60–69% vaccinated)</li><li><b>75631</b>: Higher Risk (60–69% vaccinated)</li><li><b>75639</b>: Very High Risk (<60% vaccinated)</li><li><b>75954</b>: Higher Risk (60–69% vaccinated)</li><li><b>75974</b>: Higher Risk (60–69% vaccinated)</li><li><b>75691</b>: Higher Risk (60–69% vaccinated)</li><li><b>75672</b>: Higher Risk (60–69% vaccinated)</li><li><b>75643</b>: Very High Risk (<60% vaccinated)</li><li><b>75669</b>: Medium Risk (70–79% vaccinated)</li><li><b>75692</b>: Higher Risk (60–69% vaccinated)</li><li><b>75642</b>: Uninhabited</li></ul>
"Park County, CO",08093,27,Medium Risk (70–79% vaccinated),74.66,<ul><li><b>80820</b>: Higher Risk (60–69% vaccinated)</li><li><b>80816</b>: Medium Risk (70–79% vaccinated)</li><li><b>80827</b>: Medium Risk (70–79% vaccinated)</li><li><b>80432</b>: Medium Risk (70–79% vaccinated)</li><li><b>80440</b>: Higher Risk (60–69% vaccinated)</li><li><b>80448</b>: Uninhabited</li><li><b>80449</b>: Medium Risk (70–79% vaccinated)</li><li><b>80456</b>: Medium Risk (70–79% vaccinated)</li><li><b>80470</b>: Medium Risk (70–79% vaccinated)</li><li><b>80475</b>: Uninhabited</li><li><b>80420</b>: Medium Risk (70–79% vaccinated)</li><li><b>80421</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Park County, MT",30067,32,Medium Risk (70–79% vaccinated),72.9,<ul><li><b>59086</b>: Lower Risk (80–84% vaccinated)</li><li><b>59052</b>: Medium Risk (70–79% vaccinated)</li><li><b>59018</b>: Medium Risk (70–79% vaccinated)</li><li><b>59047</b>: Medium Risk (70–79% vaccinated)</li><li><b>59020</b>: Medium Risk (70–79% vaccinated)</li><li><b>59715</b>: Medium Risk (70–79% vaccinated)</li><li><b>59082</b>: Uninhabited</li><li><b>59027</b>: Medium Risk (70–79% vaccinated)</li><li><b>59065</b>: Lower Risk (80–84% vaccinated)</li><li><b>59030</b>: Higher Risk (60–69% vaccinated)</li><li><b>59081</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Park County, WY",56029,9,Medium Risk (70–79% vaccinated),72.32,<ul><li><b>82414</b>: Medium Risk (70–79% vaccinated)</li><li><b>82190</b>: Lowest Risk (85%+)</li><li><b>82433</b>: Lowest Risk (85%+)</li><li><b>82435</b>: Medium Risk (70–79% vaccinated)</li><li><b>82440</b>: Uninhabited</li><li><b>82450</b>: Uninhabited</li><li><b>82423</b>: Higher Risk (60–69% vaccinated)</li><li><b>82421</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Parke County, IN",18121,8,Medium Risk (70–79% vaccinated),78.33,<ul><li><b>46135</b>: Medium Risk (70–79% vaccinated)</li><li><b>47836</b>: Uninhabited</li><li><b>47860</b>: Lower Risk (80–84% vaccinated)</li><li><b>47872</b>: Medium Risk (70–79% vaccinated)</li><li><b>47834</b>: Medium Risk (70–79% vaccinated)</li><li><b>47832</b>: Medium Risk (70–79% vaccinated)</li><li><b>47952</b>: Higher Risk (60–69% vaccinated)</li><li><b>47859</b>: Lowest Risk (85%+)</li><li><b>47989</b>: Lower Risk (80–84% vaccinated)</li><li><b>47837</b>: Lower Risk (80–84% vaccinated)</li><li><b>47862</b>: Lower Risk (80–84% vaccinated)</li><li><b>46175</b>: Higher Risk (60–69% vaccinated)</li><li><b>47874</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Parker County, TX",48367,803,Higher Risk (60–69% vaccinated),63.73,<ul><li><b>76082</b>: Higher Risk (60–69% vaccinated)</li><li><b>76088</b>: Higher Risk (60–69% vaccinated)</li><li><b>76439</b>: Uninhabited</li><li><b>76067</b>: Medium Risk (70–79% vaccinated)</li><li><b>76085</b>: Higher Risk (60–69% vaccinated)</li><li><b>76008</b>: Medium Risk (70–79% vaccinated)</li><li><b>76020</b>: Higher Risk (60–69% vaccinated)</li><li><b>76035</b>: Higher Risk (60–69% vaccinated)</li><li><b>76490</b>: Uninhabited</li><li><b>76462</b>: Higher Risk (60–69% vaccinated)</li><li><b>76023</b>: Higher Risk (60–69% vaccinated)</li><li><b>76049</b>: Higher Risk (60–69% vaccinated)</li><li><b>76066</b>: Medium Risk (70–79% vaccinated)</li><li><b>76086</b>: Medium Risk (70–79% vaccinated)</li><li><b>76087</b>: Medium Risk (70–79% vaccinated)</li><li><b>76108</b>: Medium Risk (70–79% vaccinated)</li><li><b>76126</b>: Medium Risk (70–79% vaccinated)</li><li><b>76487</b>: Higher Risk (60–69% vaccinated)</li><li><b>76486</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Parmer County, TX",48369,803,Higher Risk (60–69% vaccinated),60.92,<ul><li><b>79053</b>: Uninhabited</li><li><b>79009</b>: Very High Risk (<60% vaccinated)</li><li><b>79035</b>: Very High Risk (<60% vaccinated)</li><li><b>79325</b>: Very High Risk (<60% vaccinated)</li><li><b>79347</b>: Very High Risk (<60% vaccinated)</li></ul>
"Pasco County, FL",12101,6,Medium Risk (70–79% vaccinated),76.21,<ul><li><b>33548</b>: Higher Risk (60–69% vaccinated)</li><li><b>33597</b>: Very High Risk (<60% vaccinated)</li><li><b>34610</b>: Very High Risk (<60% vaccinated)</li><li><b>34690</b>: Very High Risk (<60% vaccinated)</li><li><b>34679</b>: Uninhabited</li><li><b>34639</b>: Higher Risk (60–69% vaccinated)</li><li><b>33544</b>: Higher Risk (60–69% vaccinated)</li><li><b>33523</b>: Very High Risk (<60% vaccinated)</li><li><b>33559</b>: Higher Risk (60–69% vaccinated)</li><li><b>34652</b>: Higher Risk (60–69% vaccinated)</li><li><b>34667</b>: Very High Risk (<60% vaccinated)</li><li><b>34653</b>: Very High Risk (<60% vaccinated)</li><li><b>34655</b>: Higher Risk (60–69% vaccinated)</li><li><b>34637</b>: Higher Risk (60–69% vaccinated)</li><li><b>34638</b>: Higher Risk (60–69% vaccinated)</li><li><b>34691</b>: Very High Risk (<60% vaccinated)</li><li><b>33576</b>: Higher Risk (60–69% vaccinated)</li><li><b>34669</b>: Very High Risk (<60% vaccinated)</li><li><b>33809</b>: Very High Risk (<60% vaccinated)</li><li><b>33849</b>: Medium Risk (70–79% vaccinated)</li><li><b>33525</b>: Very High Risk (<60% vaccinated)</li><li><b>33540</b>: Very High Risk (<60% vaccinated)</li><li><b>33541</b>: Higher Risk (60–69% vaccinated)</li><li><b>33549</b>: Higher Risk (60–69% vaccinated)</li><li><b>33542</b>: Very High Risk (<60% vaccinated)</li><li><b>34668</b>: Very High Risk (<60% vaccinated)</li><li><b>33558</b>: Higher Risk (60–69% vaccinated)</li><li><b>33545</b>: Higher Risk (60–69% vaccinated)</li><li><b>33574</b>: Uninhabited</li><li><b>34654</b>: Higher Risk (60–69% vaccinated)</li><li><b>33543</b>: Higher Risk (60–69% vaccinated)</li><li><b>33556</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Pasquotank County, NC",37139,0,Higher Risk (60–69% vaccinated),63.46,<ul><li><b>27909</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Passaic County, NJ",34031,10,Very High Risk (<60% vaccinated),55.41,<ul><li><b>07014</b>: Medium Risk (70–79% vaccinated)</li><li><b>07524</b>: Higher Risk (60–69% vaccinated)</li><li><b>07403</b>: Medium Risk (70–79% vaccinated)</li><li><b>07043</b>: Lowest Risk (85%+)</li><li><b>07502</b>: Higher Risk (60–69% vaccinated)</li><li><b>07503</b>: Higher Risk (60–69% vaccinated)</li><li><b>07011</b>: Medium Risk (70–79% vaccinated)</li><li><b>07501</b>: Very High Risk (<60% vaccinated)</li><li><b>07505</b>: Very High Risk (<60% vaccinated)</li><li><b>07506</b>: Medium Risk (70–79% vaccinated)</li><li><b>07513</b>: Higher Risk (60–69% vaccinated)</li><li><b>07480</b>: Medium Risk (70–79% vaccinated)</li><li><b>07009</b>: Medium Risk (70–79% vaccinated)</li><li><b>07442</b>: Medium Risk (70–79% vaccinated)</li><li><b>07465</b>: Medium Risk (70–79% vaccinated)</li><li><b>07470</b>: Medium Risk (70–79% vaccinated)</li><li><b>07012</b>: Medium Risk (70–79% vaccinated)</li><li><b>07013</b>: Medium Risk (70–79% vaccinated)</li><li><b>07460</b>: Medium Risk (70–79% vaccinated)</li><li><b>07438</b>: Medium Risk (70–79% vaccinated)</li><li><b>07512</b>: Medium Risk (70–79% vaccinated)</li><li><b>07504</b>: Higher Risk (60–69% vaccinated)</li><li><b>07456</b>: Lower Risk (80–84% vaccinated)</li><li><b>07435</b>: Medium Risk (70–79% vaccinated)</li><li><b>07522</b>: Higher Risk (60–69% vaccinated)</li><li><b>07420</b>: Medium Risk (70–79% vaccinated)</li><li><b>07110</b>: Medium Risk (70–79% vaccinated)</li><li><b>07508</b>: Medium Risk (70–79% vaccinated)</li><li><b>07514</b>: Higher Risk (60–69% vaccinated)</li><li><b>07055</b>: Higher Risk (60–69% vaccinated)</li><li><b>07424</b>: Medium Risk (70–79% vaccinated)</li><li><b>07436</b>: Lower Risk (80–84% vaccinated)</li><li><b>07421</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Patrick County, VA",51141,4,Lower Risk (80–84% vaccinated),81.37,<ul><li><b>24088</b>: Lower Risk (80–84% vaccinated)</li><li><b>24328</b>: Medium Risk (70–79% vaccinated)</li><li><b>24165</b>: Medium Risk (70–79% vaccinated)</li><li><b>24343</b>: Medium Risk (70–79% vaccinated)</li><li><b>24055</b>: Medium Risk (70–79% vaccinated)</li><li><b>24091</b>: Medium Risk (70–79% vaccinated)</li><li><b>24171</b>: Medium Risk (70–79% vaccinated)</li><li><b>24053</b>: Medium Risk (70–79% vaccinated)</li><li><b>24120</b>: Medium Risk (70–79% vaccinated)</li><li><b>24082</b>: Lower Risk (80–84% vaccinated)</li><li><b>24076</b>: Medium Risk (70–79% vaccinated)</li><li><b>24133</b>: Medium Risk (70–79% vaccinated)</li><li><b>24185</b>: Lower Risk (80–84% vaccinated)</li><li><b>24317</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Paulding County, GA",13223,10,Medium Risk (70–79% vaccinated),76,<ul><li><b>30179</b>: Higher Risk (60–69% vaccinated)</li><li><b>30153</b>: Higher Risk (60–69% vaccinated)</li><li><b>30120</b>: Medium Risk (70–79% vaccinated)</li><li><b>30157</b>: Medium Risk (70–79% vaccinated)</li><li><b>30132</b>: Higher Risk (60–69% vaccinated)</li><li><b>30178</b>: Medium Risk (70–79% vaccinated)</li><li><b>30141</b>: Higher Risk (60–69% vaccinated)</li><li><b>30127</b>: Medium Risk (70–79% vaccinated)</li><li><b>30134</b>: Higher Risk (60–69% vaccinated)</li><li><b>30101</b>: Medium Risk (70–79% vaccinated)</li><li><b>30180</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Paulding County, OH",39125,38,Higher Risk (60–69% vaccinated),65.45,<ul><li><b>45855</b>: Lower Risk (80–84% vaccinated)</li><li><b>45861</b>: Medium Risk (70–79% vaccinated)</li><li><b>45873</b>: Higher Risk (60–69% vaccinated)</li><li><b>45813</b>: Medium Risk (70–79% vaccinated)</li><li><b>45849</b>: Medium Risk (70–79% vaccinated)</li><li><b>45827</b>: Medium Risk (70–79% vaccinated)</li><li><b>45832</b>: Medium Risk (70–79% vaccinated)</li><li><b>43526</b>: Medium Risk (70–79% vaccinated)</li><li><b>43512</b>: Medium Risk (70–79% vaccinated)</li><li><b>45821</b>: Higher Risk (60–69% vaccinated)</li><li><b>45851</b>: Medium Risk (70–79% vaccinated)</li><li><b>45879</b>: Medium Risk (70–79% vaccinated)</li><li><b>45880</b>: Higher Risk (60–69% vaccinated)</li><li><b>45886</b>: Very High Risk (<60% vaccinated)</li><li><b>45831</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Pawnee County, KS",20145,90,Higher Risk (60–69% vaccinated),63.61,<ul><li><b>67559</b>: Uninhabited</li><li><b>67529</b>: Very High Risk (<60% vaccinated)</li><li><b>67567</b>: Higher Risk (60–69% vaccinated)</li><li><b>67557</b>: Higher Risk (60–69% vaccinated)</li><li><b>67550</b>: Higher Risk (60–69% vaccinated)</li><li><b>67575</b>: Very High Risk (<60% vaccinated)</li><li><b>67523</b>: Very High Risk (<60% vaccinated)</li><li><b>67574</b>: Very High Risk (<60% vaccinated)</li><li><b>67519</b>: Very High Risk (<60% vaccinated)</li></ul>
"Pawnee County, NE",31133,1,Lower Risk (80–84% vaccinated),80.28,<ul><li><b>68380</b>: Lowest Risk (85%+)</li><li><b>68323</b>: Medium Risk (70–79% vaccinated)</li><li><b>68420</b>: Higher Risk (60–69% vaccinated)</li><li><b>68348</b>: Medium Risk (70–79% vaccinated)</li><li><b>68458</b>: Medium Risk (70–79% vaccinated)</li><li><b>68345</b>: Higher Risk (60–69% vaccinated)</li><li><b>68376</b>: Medium Risk (70–79% vaccinated)</li><li><b>68381</b>: Lowest Risk (85%+)</li><li><b>68447</b>: Higher Risk (60–69% vaccinated)</li><li><b>66541</b>: Higher Risk (60–69% vaccinated)</li><li><b>68441</b>: Lower Risk (80–84% vaccinated)</li></ul>
"Pawnee County, OK",40117,17,Higher Risk (60–69% vaccinated),67.54,<ul><li><b>74044</b>: Higher Risk (60–69% vaccinated)</li><li><b>74650</b>: Medium Risk (70–79% vaccinated)</li><li><b>74058</b>: Higher Risk (60–69% vaccinated)</li><li><b>74034</b>: Medium Risk (70–79% vaccinated)</li><li><b>74651</b>: Medium Risk (70–79% vaccinated)</li><li><b>74020</b>: Higher Risk (60–69% vaccinated)</li><li><b>74045</b>: Uninhabited</li><li><b>74081</b>: Medium Risk (70–79% vaccinated)</li><li><b>74085</b>: Higher Risk (60–69% vaccinated)</li><li><b>74038</b>: Higher Risk (60–69% vaccinated)</li><li><b>74032</b>: Medium Risk (70–79% vaccinated)</li><li><b>73061</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Payette County, ID",16075,3,Medium Risk (70–79% vaccinated),70.91,<ul><li><b>83607</b>: Medium Risk (70–79% vaccinated)</li><li><b>83617</b>: Medium Risk (70–79% vaccinated)</li><li><b>97913</b>: Medium Risk (70–79% vaccinated)</li><li><b>83661</b>: Lower Risk (80–84% vaccinated)</li><li><b>83655</b>: Lower Risk (80–84% vaccinated)</li><li><b>83660</b>: Medium Risk (70–79% vaccinated)</li><li><b>83619</b>: Lower Risk (80–84% vaccinated)</li></ul>
"Payne County, OK",40119,17,Higher Risk (60–69% vaccinated),61.37,<ul><li><b>74077</b>: Uninhabited</li><li><b>74074</b>: Medium Risk (70–79% vaccinated)</li><li><b>74078</b>: Uninhabited</li><li><b>74059</b>: Higher Risk (60–69% vaccinated)</li><li><b>74062</b>: Medium Risk (70–79% vaccinated)</li><li><b>73027</b>: Higher Risk (60–69% vaccinated)</li><li><b>73063</b>: Medium Risk (70–79% vaccinated)</li><li><b>74824</b>: Higher Risk (60–69% vaccinated)</li><li><b>74023</b>: Higher Risk (60–69% vaccinated)</li><li><b>74045</b>: Uninhabited</li><li><b>74030</b>: Higher Risk (60–69% vaccinated)</li><li><b>74085</b>: Higher Risk (60–69% vaccinated)</li><li><b>74075</b>: Medium Risk (70–79% vaccinated)</li><li><b>74032</b>: Medium Risk (70–79% vaccinated)</li><li><b>73073</b>: Lowest Risk (85%+)</li></ul>
"Peach County, GA",13225,10,Higher Risk (60–69% vaccinated),66.25,<ul><li><b>31030</b>: Very High Risk (<60% vaccinated)</li><li><b>31008</b>: Higher Risk (60–69% vaccinated)</li><li><b>31069</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Pearl River County, MS",28109,0,Higher Risk (60–69% vaccinated),68.38,<ul><li><b>39426</b>: Higher Risk (60–69% vaccinated)</li><li><b>39466</b>: Higher Risk (60–69% vaccinated)</li><li><b>39573</b>: Higher Risk (60–69% vaccinated)</li><li><b>39470</b>: Medium Risk (70–79% vaccinated)</li><li><b>39455</b>: Higher Risk (60–69% vaccinated)</li></ul>
"Pecos County, TX",48371,803,Very High Risk (<60% vaccinated),59.63,<ul><li><b>79735</b>: Very High Risk (<60% vaccinated)</li><li><b>79743</b>: Uninhabited</li><li><b>79744</b>: Higher Risk (60–69% vaccinated)</li><li><b>79752</b>: Very High Risk (<60% vaccinated)</li><li><b>79781</b>: Medium Risk (70–79% vaccinated)</li><li><b>79730</b>: Uninhabited</li></ul>
"Pembina County, ND",38067,36,Medium Risk (70–79% vaccinated),70.34,<ul><li><b>58225</b>: Lowest Risk (85%+)</li><li><b>58238</b>: Very High Risk (<60% vaccinated)</li><li><b>58236</b>: Uninhabited</li><li><b>58222</b>: Very High Risk (<60% vaccinated)</li><li><b>58220</b>: Medium Risk (70–79% vaccinated)</li><li><b>58243</b>: Medium Risk (70–79% vaccinated)</li><li><b>58241</b>: Lower Risk (80–84% vaccinated)</li><li><b>58282</b>: Medium Risk (70–79% vaccinated)</li><li><b>58262</b>: Uninhabited</li><li><b>58265</b>: Lowest Risk (85%+)</li><li><b>58271</b>: Medium Risk (70–79% vaccinated)</li><li><b>58216</b>: Medium Risk (70–79% vaccinated)</li><li><b>58227</b>: Lowest Risk (85%+)</li><li><b>58276</b>: Medium Risk (70–79% vaccinated)</li></ul>
"Pemiscot County, MO",29155,6,Very High Risk (<60% vaccinated),58.16,<ul><li><b>63879</b>: Lower Risk (80–84% vaccinated)</li><li><b>63873</b>: Medium Risk (70–79% vaccinated)</li><li><b>63840</b>: Uninhabited</li><li><b>63826</b>: Uninhabited</li><li><b>63849</b>: Lower Risk (80–84% vaccinated)</li><li><b>63839</b>: Lowest Risk (85%+)</li><li><b>63851</b>: Medium Risk (70–79% vaccinated)</li><li><b>63852</b>: Higher Risk (60–69% vaccinated)</li><li><b>63830</b>: Higher Risk (60–69% vaccinated)</li><li><b>63827</b>: Higher Risk (60–69% vaccinated)</li><li><b>63857</b>: Higher Risk (60–69% vaccinated)</li><li><b>63877</b>: Medium Risk (70–79% vaccinated)</li><li><b>63848</b>: Medium Risk (70–79% vaccinated)</li><li><b>63853</b>: Lower Risk (80–84% vaccinated)</li></ul>
